k_values,costs,centroid
13,0.0018894330909,"[8, 5, 5, 6, 9, 6, 2, 9, 2, 11, 9, 9, 8, 9, 3, 12, 11, 3, 9, 5, 7, 5, 8, 12, 9, 7, 1, 9, 12, 6, 11, 5, 1, 9, 2, 6, 7, 1, 4, 2, 4, 3, 3, 3, 6, 0, 8, 11, 1, 7, 5, 7, 4, 7, 1, 3, 1, 9, 5, 11, 11, 10, 4, 5, 11, 4, 7, 5, 7, 1, 1, 3, 10, 7, 2, 11, 9, 12, 6, 8, 2, 3, 2, 8, 3, 8, 12, 7, 10, 8, 4, 1, 3, 8, 10, 10, 8, 2, 3, 11, 7, 4, 12, 5, 4, 2, 2, 9, 7, 5, 7, 6, 6, 3, 0, 8, 12, 8, 5, 4, 11, 11, 4, 1, 10, 11, 8, 5, 2, 2, 7, 10, 7, 5, 3, 2, 9, 0, 12, 7, 12, 9, 7, 7, 7, 7, 9, 7, 8, 1, 5, 7, 10, 2, 3, 2, 7, 4, 8, 1, 2, 6, 4, 7, 4, 11, 11, 8, 8, 9, 3, 1, 4, 9, 7, 4, 3, 12, 5, 9, 12, 9, 2, 4, 2, 2, 8, 1, 7, 7, 8, 10, 8, 8]"
14,0.0018558608018,"[4, 13, 13, 7, 4, 7, 6, 10, 5, 3, 4, 4, 4, 4, 6, 12, 3, 10, 4, 13, 0, 13, 1, 12, 10, 10, 1, 10, 10, 7, 3, 8, 9, 1, 6, 7, 0, 9, 8, 6, 8, 10, 10, 10, 7, 11, 4, 3, 1, 10, 2, 0, 1, 0, 5, 11, 10, 4, 8, 3, 3, 13, 1, 13, 3, 8, 10, 8, 0, 1, 9, 10, 2, 0, 6, 6, 4, 13, 7, 4, 6, 6, 6, 8, 6, 4, 12, 0, 2, 4, 8, 5, 10, 4, 2, 2, 4, 6, 10, 3, 0, 2, 10, 8, 1, 6, 9, 4, 0, 8, 0, 10, 7, 10, 11, 4, 10, 1, 13, 8, 3, 3, 8, 9, 2, 3, 4, 8, 3, 6, 0, 13, 0, 8, 10, 6, 4, 11, 12, 10, 12, 4, 12, 0, 0, 0, 5, 0, 4, 9, 13, 6, 2, 6, 10, 6, 0, 1, 1, 5, 6, 7, 1, 0, 1, 3, 3, 4, 4, 5, 10, 1, 1, 10, 12, 8, 10, 10, 8, 1, 12, 4, 6, 8, 6, 6, 4, 1, 12, 10, 4, 2, 1, 8]"
15,0.00173843640817,"[12, 14, 14, 12, 12, 12, 10, 14, 10, 4, 12, 12, 7, 12, 6, 11, 4, 6, 12, 5, 1, 5, 8, 11, 6, 11, 8, 6, 14, 12, 4, 5, 6, 8, 10, 12, 1, 3, 8, 10, 13, 6, 6, 6, 12, 9, 7, 4, 8, 6, 13, 1, 8, 1, 8, 9, 6, 12, 5, 4, 4, 2, 8, 5, 4, 13, 11, 13, 1, 8, 3, 6, 13, 1, 10, 10, 8, 14, 12, 9, 10, 6, 10, 14, 6, 12, 11, 1, 13, 14, 5, 12, 11, 9, 2, 2, 14, 10, 6, 4, 1, 13, 14, 5, 8, 10, 3, 8, 1, 5, 1, 6, 14, 6, 0, 14, 14, 8, 5, 5, 4, 4, 7, 3, 2, 4, 9, 5, 10, 10, 1, 2, 1, 13, 6, 10, 14, 9, 14, 11, 11, 7, 11, 1, 1, 1, 12, 6, 7, 3, 5, 11, 2, 10, 6, 10, 1, 8, 8, 8, 10, 12, 13, 1, 8, 4, 4, 7, 14, 12, 6, 8, 8, 6, 11, 7, 6, 11, 5, 8, 14, 8, 10, 7, 10, 10, 14, 8, 11, 14, 7, 13, 8, 7]"
16,0.00172638217851,"[8, 4, 4, 0, 0, 0, 11, 9, 11, 5, 0, 0, 8, 8, 9, 12, 5, 9, 1, 6, 10, 6, 14, 12, 9, 9, 14, 1, 1, 0, 5, 14, 13, 1, 11, 0, 10, 2, 14, 11, 14, 9, 1, 9, 0, 12, 8, 5, 1, 9, 6, 10, 14, 10, 13, 9, 9, 0, 6, 5, 5, 3, 14, 6, 5, 14, 9, 6, 10, 1, 13, 9, 15, 10, 11, 11, 4, 4, 0, 8, 11, 9, 11, 4, 9, 8, 12, 10, 15, 4, 6, 1, 9, 4, 15, 15, 4, 11, 9, 5, 10, 15, 4, 14, 14, 11, 13, 1, 10, 6, 10, 9, 0, 9, 7, 4, 1, 14, 6, 6, 5, 5, 6, 13, 15, 5, 8, 6, 2, 11, 10, 3, 10, 6, 9, 11, 4, 12, 4, 9, 12, 8, 12, 10, 10, 10, 0, 10, 8, 13, 4, 12, 15, 11, 9, 11, 10, 14, 14, 13, 11, 0, 14, 10, 14, 5, 5, 8, 4, 0, 9, 13, 14, 9, 12, 8, 9, 1, 6, 14, 4, 4, 11, 14, 11, 11, 4, 13, 12, 9, 8, 15, 14, 8]"
17,0.00167969991069,"[0, 9, 9, 4, 4, 4, 5, 11, 12, 14, 4, 4, 0, 0, 3, 6, 14, 3, 4, 9, 16, 9, 0, 6, 3, 6, 8, 3, 6, 4, 14, 9, 8, 8, 5, 4, 16, 15, 2, 5, 2, 3, 3, 3, 11, 10, 0, 14, 8, 11, 1, 16, 2, 16, 8, 3, 3, 4, 0, 14, 14, 9, 8, 9, 14, 2, 6, 16, 16, 8, 8, 3, 2, 16, 3, 12, 0, 9, 4, 0, 12, 3, 12, 0, 3, 4, 6, 11, 2, 0, 2, 8, 6, 0, 1, 1, 0, 12, 3, 14, 16, 2, 11, 9, 2, 12, 5, 8, 16, 0, 11, 11, 11, 3, 7, 0, 6, 0, 9, 0, 14, 14, 0, 8, 2, 14, 0, 0, 15, 5, 16, 13, 16, 9, 3, 5, 0, 10, 11, 6, 6, 4, 6, 16, 16, 16, 8, 16, 0, 5, 9, 6, 2, 12, 3, 5, 16, 0, 0, 8, 5, 4, 2, 11, 2, 14, 14, 0, 0, 4, 3, 8, 8, 11, 6, 0, 3, 6, 0, 8, 11, 0, 12, 0, 12, 5, 0, 8, 6, 11, 0, 1, 2, 0]"
18,0.00167860279384,"[8, 0, 10, 9, 5, 9, 12, 13, 6, 2, 9, 7, 8, 8, 7, 17, 2, 7, 5, 0, 12, 0, 5, 17, 7, 13, 1, 5, 13, 9, 2, 0, 7, 5, 12, 9, 12, 7, 5, 12, 14, 4, 6, 4, 9, 17, 8, 2, 5, 13, 14, 4, 14, 4, 5, 6, 7, 8, 0, 2, 2, 10, 5, 0, 2, 14, 4, 0, 4, 5, 1, 4, 14, 4, 6, 6, 5, 10, 9, 8, 6, 6, 6, 0, 7, 8, 17, 7, 14, 8, 0, 6, 13, 8, 14, 3, 10, 6, 13, 2, 4, 14, 10, 0, 1, 6, 12, 5, 4, 0, 7, 13, 9, 13, 11, 5, 10, 5, 0, 0, 2, 2, 0, 1, 14, 2, 8, 0, 2, 12, 4, 3, 4, 0, 13, 12, 5, 17, 17, 13, 17, 8, 17, 4, 4, 12, 16, 4, 8, 15, 0, 4, 14, 6, 4, 12, 4, 5, 5, 5, 12, 9, 14, 7, 5, 2, 2, 8, 10, 7, 13, 1, 5, 7, 4, 0, 6, 10, 0, 5, 17, 5, 2, 0, 6, 12, 10, 1, 4, 13, 8, 14, 5, 8]"
19,0.00166121809746,"[5, 12, 12, 10, 9, 10, 2, 11, 9, 3, 10, 9, 5, 5, 18, 17, 3, 7, 9, 12, 18, 12, 16, 17, 9, 7, 16, 11, 11, 10, 3, 12, 9, 9, 2, 10, 7, 0, 15, 2, 15, 7, 11, 7, 10, 8, 5, 3, 0, 7, 15, 18, 16, 18, 0, 8, 9, 11, 15, 3, 3, 12, 16, 12, 3, 15, 7, 15, 18, 9, 0, 18, 15, 18, 2, 3, 9, 12, 10, 5, 2, 11, 2, 12, 2, 5, 17, 18, 4, 5, 15, 9, 17, 5, 13, 13, 5, 3, 11, 3, 7, 15, 11, 12, 16, 2, 2, 9, 18, 15, 18, 10, 10, 11, 8, 5, 11, 16, 12, 16, 3, 3, 1, 0, 13, 3, 5, 12, 14, 2, 18, 13, 18, 15, 11, 2, 9, 8, 12, 7, 17, 1, 17, 18, 18, 7, 6, 7, 5, 0, 12, 2, 13, 2, 7, 2, 7, 16, 16, 0, 2, 10, 16, 18, 16, 3, 3, 5, 16, 9, 11, 0, 16, 9, 17, 1, 11, 11, 4, 16, 12, 9, 3, 1, 3, 2, 16, 0, 17, 18, 1, 13, 16, 1]"
20,0.0016245404928,"[16, 18, 12, 16, 16, 16, 8, 15, 5, 4, 16, 16, 3, 16, 5, 7, 4, 5, 16, 10, 9, 10, 11, 7, 5, 15, 11, 5, 15, 14, 4, 10, 5, 11, 8, 14, 9, 5, 3, 8, 10, 15, 5, 2, 14, 2, 3, 4, 11, 15, 13, 9, 11, 9, 5, 2, 5, 16, 3, 4, 4, 12, 11, 10, 4, 3, 15, 3, 9, 5, 1, 2, 13, 9, 8, 8, 3, 12, 16, 6, 8, 2, 8, 3, 5, 16, 7, 5, 13, 3, 3, 5, 5, 2, 13, 13, 6, 8, 15, 4, 9, 13, 12, 10, 11, 8, 1, 5, 9, 3, 9, 5, 18, 15, 17, 16, 6, 3, 12, 3, 4, 4, 3, 1, 13, 4, 2, 3, 19, 8, 9, 0, 9, 12, 2, 8, 3, 2, 18, 15, 7, 16, 7, 9, 9, 9, 16, 9, 3, 1, 10, 8, 13, 8, 15, 8, 9, 11, 3, 5, 8, 16, 11, 5, 3, 4, 4, 16, 6, 16, 15, 11, 11, 5, 7, 3, 2, 6, 3, 11, 18, 5, 8, 3, 8, 8, 6, 11, 2, 15, 3, 13, 11, 3]"
21,0.00157669338068,"[8, 11, 11, 17, 5, 17, 15, 3, 5, 9, 17, 5, 8, 8, 2, 18, 9, 2, 5, 7, 2, 7, 0, 18, 5, 3, 0, 5, 3, 17, 9, 7, 5, 5, 15, 17, 19, 20, 16, 15, 4, 3, 5, 3, 17, 14, 8, 9, 5, 3, 6, 2, 4, 13, 5, 14, 5, 17, 16, 9, 9, 11, 0, 7, 9, 16, 3, 16, 13, 5, 20, 3, 6, 13, 15, 9, 16, 11, 17, 8, 15, 15, 15, 11, 15, 8, 18, 2, 6, 8, 16, 5, 3, 8, 6, 6, 8, 15, 3, 9, 11, 6, 11, 11, 4, 15, 20, 5, 2, 16, 2, 3, 11, 3, 14, 8, 0, 0, 10, 16, 9, 12, 16, 20, 4, 9, 8, 16, 12, 15, 19, 10, 19, 11, 3, 15, 0, 14, 11, 3, 18, 5, 18, 2, 2, 19, 5, 19, 8, 1, 11, 13, 4, 15, 3, 15, 19, 0, 0, 0, 15, 5, 4, 2, 0, 9, 9, 8, 0, 5, 3, 0, 0, 3, 2, 16, 3, 0, 10, 0, 11, 0, 15, 16, 15, 15, 0, 19, 13, 19, 8, 6, 0, 8]"
22,0.00154504805731,"[6, 13, 14, 1, 4, 1, 15, 18, 2, 20, 1, 1, 6, 6, 2, 0, 20, 18, 4, 14, 16, 14, 21, 0, 18, 18, 4, 4, 3, 1, 20, 14, 4, 4, 15, 1, 16, 5, 21, 15, 21, 16, 2, 18, 1, 10, 6, 20, 4, 3, 17, 16, 21, 9, 4, 2, 18, 1, 14, 20, 20, 13, 4, 14, 20, 21, 3, 16, 9, 4, 12, 18, 17, 9, 2, 2, 4, 13, 1, 6, 2, 2, 2, 6, 2, 6, 0, 18, 17, 6, 21, 7, 18, 6, 17, 17, 6, 2, 18, 20, 18, 17, 18, 14, 21, 2, 12, 4, 9, 14, 18, 18, 13, 3, 10, 6, 3, 21, 14, 21, 20, 20, 21, 12, 17, 20, 6, 14, 8, 15, 18, 11, 16, 14, 18, 15, 4, 10, 13, 18, 0, 6, 0, 9, 9, 16, 19, 16, 6, 7, 14, 0, 17, 2, 18, 2, 16, 21, 21, 7, 15, 1, 21, 18, 21, 20, 20, 6, 13, 1, 3, 7, 4, 18, 0, 21, 2, 3, 21, 4, 13, 4, 2, 21, 2, 15, 18, 7, 0, 18, 6, 17, 21, 6]"
23,0.00161863768322,"[11, 2, 2, 7, 16, 7, 0, 20, 5, 10, 7, 5, 11, 11, 19, 22, 10, 19, 16, 12, 19, 12, 18, 22, 19, 20, 18, 5, 1, 7, 10, 2, 19, 8, 0, 7, 0, 8, 21, 0, 21, 20, 5, 20, 7, 15, 11, 10, 8, 20, 17, 19, 18, 4, 8, 5, 19, 11, 21, 10, 10, 9, 18, 12, 10, 21, 20, 13, 4, 16, 22, 19, 17, 4, 0, 10, 16, 20, 7, 11, 0, 5, 0, 2, 19, 11, 22, 19, 21, 11, 21, 5, 20, 11, 9, 9, 11, 0, 20, 10, 19, 21, 20, 2, 18, 0, 13, 16, 19, 21, 19, 20, 7, 20, 3, 11, 1, 2, 12, 21, 10, 10, 21, 8, 9, 10, 11, 2, 14, 0, 4, 9, 19, 17, 20, 0, 16, 15, 20, 20, 22, 11, 20, 4, 4, 13, 5, 6, 11, 6, 2, 0, 9, 0, 20, 0, 0, 16, 2, 5, 0, 7, 18, 19, 18, 10, 10, 11, 18, 16, 20, 16, 16, 16, 19, 21, 20, 1, 12, 16, 18, 16, 10, 21, 10, 0, 18, 13, 4, 20, 11, 17, 18, 11]"
