k_values,costs,centroid
21,0.00161831046286,"[14, 6, 6, 3, 20, 3, 7, 20, 19, 11, 20, 20, 14, 14, 10, 9, 11, 10, 20, 2, 7, 2, 14, 9, 20, 13, 0, 20, 5, 3, 11, 2, 0, 0, 7, 3, 13, 0, 1, 7, 1, 13, 20, 10, 3, 10, 14, 11, 0, 13, 1, 13, 12, 13, 0, 19, 0, 20, 4, 11, 11, 6, 14, 2, 11, 1, 13, 1, 13, 0, 9, 10, 1, 13, 19, 19, 14, 6, 3, 14, 19, 19, 19, 14, 19, 14, 9, 17, 12, 14, 4, 0, 20, 14, 12, 12, 14, 19, 20, 11, 13, 1, 6, 4, 1, 19, 7, 0, 13, 4, 17, 20, 3, 20, 15, 14, 5, 14, 2, 1, 11, 11, 4, 0, 12, 11, 14, 4, 7, 7, 13, 16, 13, 1, 10, 8, 14, 10, 6, 13, 9, 14, 10, 10, 13, 13, 18, 13, 14, 8, 2, 8, 12, 19, 13, 8, 13, 14, 14, 0, 8, 20, 12, 17, 1, 11, 11, 14, 14, 20, 5, 0, 1, 20, 10, 4, 19, 5, 4, 14, 6, 14, 19, 4, 19, 7, 14, 0, 10, 5, 4, 12, 14, 4]"
22,0.00155643833936,"[18, 21, 21, 14, 6, 14, 9, 18, 16, 2, 18, 15, 4, 18, 15, 5, 2, 15, 6, 21, 19, 21, 4, 5, 6, 11, 6, 6, 1, 14, 2, 21, 6, 6, 9, 14, 19, 12, 7, 9, 7, 15, 16, 15, 17, 20, 4, 2, 6, 11, 7, 19, 4, 19, 6, 13, 6, 18, 7, 2, 2, 21, 4, 21, 2, 7, 11, 7, 19, 6, 5, 15, 7, 19, 9, 16, 4, 21, 14, 13, 9, 15, 9, 4, 9, 10, 5, 20, 7, 4, 7, 16, 11, 15, 3, 3, 4, 16, 15, 2, 19, 7, 18, 21, 7, 9, 9, 6, 19, 7, 19, 18, 17, 1, 8, 4, 1, 4, 21, 4, 2, 2, 7, 6, 10, 2, 13, 4, 12, 9, 0, 0, 19, 7, 15, 9, 4, 20, 0, 11, 5, 13, 20, 19, 19, 19, 10, 19, 4, 9, 21, 20, 3, 9, 11, 9, 19, 4, 4, 6, 9, 14, 4, 19, 4, 2, 2, 13, 4, 18, 1, 6, 6, 6, 20, 4, 1, 1, 4, 6, 18, 6, 9, 7, 9, 9, 4, 6, 20, 0, 10, 3, 4, 13]"
23,0.00158230455582,"[0, 7, 7, 10, 6, 10, 2, 1, 6, 18, 0, 6, 0, 0, 16, 14, 18, 16, 6, 5, 3, 5, 12, 14, 6, 1, 15, 6, 1, 10, 18, 5, 6, 6, 3, 10, 9, 6, 15, 3, 15, 9, 16, 16, 21, 11, 0, 18, 6, 1, 5, 9, 17, 9, 6, 11, 6, 0, 5, 18, 18, 7, 12, 5, 18, 15, 9, 15, 9, 6, 22, 16, 17, 9, 2, 18, 12, 7, 10, 0, 2, 16, 2, 12, 6, 0, 14, 16, 17, 12, 5, 6, 1, 0, 17, 4, 0, 19, 1, 18, 9, 15, 7, 5, 15, 2, 22, 6, 16, 5, 16, 1, 7, 1, 11, 12, 20, 12, 5, 5, 18, 18, 5, 22, 17, 18, 0, 5, 19, 3, 21, 13, 9, 15, 1, 2, 12, 11, 7, 1, 14, 0, 14, 16, 9, 3, 8, 9, 0, 22, 7, 2, 17, 2, 9, 2, 21, 12, 12, 6, 2, 6, 17, 16, 12, 18, 18, 0, 12, 6, 1, 6, 15, 6, 16, 5, 1, 20, 5, 12, 7, 12, 2, 15, 2, 3, 12, 21, 9, 21, 0, 17, 12, 0]"
24,0.00146458521435,"[4, 6, 4, 19, 10, 19, 1, 3, 11, 16, 19, 5, 4, 4, 5, 14, 16, 5, 10, 2, 8, 2, 4, 14, 10, 3, 18, 5, 3, 19, 16, 15, 10, 18, 11, 19, 8, 10, 15, 11, 12, 5, 5, 5, 9, 13, 17, 16, 18, 3, 12, 8, 12, 8, 18, 5, 10, 19, 15, 16, 16, 20, 4, 2, 16, 15, 3, 15, 8, 10, 18, 5, 12, 23, 11, 11, 4, 6, 19, 17, 11, 5, 11, 4, 5, 19, 14, 23, 12, 4, 15, 10, 3, 4, 12, 7, 4, 21, 3, 16, 8, 12, 4, 15, 12, 11, 1, 10, 8, 15, 8, 10, 6, 3, 13, 4, 22, 4, 2, 15, 16, 0, 15, 18, 12, 16, 17, 15, 0, 11, 8, 7, 8, 2, 5, 1, 4, 13, 6, 3, 14, 19, 23, 8, 8, 8, 19, 1, 4, 1, 2, 23, 12, 11, 3, 11, 8, 4, 4, 18, 11, 19, 12, 8, 15, 16, 16, 17, 4, 10, 3, 18, 18, 10, 23, 15, 5, 22, 15, 4, 6, 4, 11, 15, 11, 11, 4, 18, 23, 3, 17, 12, 4, 17]"
25,0.00150054033088,"[23, 4, 23, 8, 8, 11, 20, 6, 8, 10, 23, 8, 23, 23, 12, 1, 2, 12, 11, 4, 20, 4, 24, 1, 12, 6, 24, 8, 16, 18, 2, 9, 11, 8, 20, 18, 20, 15, 19, 20, 19, 12, 8, 17, 5, 1, 23, 10, 8, 6, 7, 0, 24, 0, 11, 17, 12, 8, 19, 2, 10, 14, 24, 4, 10, 19, 6, 9, 0, 11, 13, 6, 7, 0, 12, 2, 24, 3, 18, 23, 2, 12, 2, 23, 12, 5, 1, 12, 7, 23, 19, 8, 6, 17, 7, 7, 23, 12, 6, 10, 0, 7, 16, 19, 24, 12, 13, 11, 0, 19, 0, 6, 3, 6, 22, 23, 16, 9, 3, 24, 10, 2, 19, 11, 7, 10, 17, 19, 15, 20, 0, 3, 0, 4, 6, 20, 23, 1, 3, 6, 1, 8, 1, 0, 0, 9, 5, 9, 23, 21, 4, 1, 7, 12, 6, 12, 0, 24, 24, 8, 20, 8, 7, 12, 24, 10, 10, 23, 23, 11, 6, 24, 24, 6, 1, 19, 17, 16, 19, 24, 23, 23, 2, 19, 2, 20, 23, 24, 1, 6, 19, 7, 24, 19]"
26,0.001477114397,"[14, 8, 8, 16, 14, 16, 13, 24, 15, 17, 14, 14, 3, 14, 15, 6, 17, 0, 14, 25, 13, 9, 3, 6, 0, 10, 11, 24, 24, 16, 17, 9, 11, 14, 13, 16, 0, 2, 21, 13, 1, 0, 24, 0, 14, 22, 3, 17, 11, 10, 1, 0, 1, 12, 11, 15, 0, 14, 21, 17, 17, 8, 3, 25, 17, 1, 10, 21, 12, 11, 11, 12, 1, 12, 15, 15, 21, 8, 16, 3, 15, 15, 15, 3, 15, 14, 6, 5, 1, 3, 20, 15, 0, 3, 18, 18, 3, 15, 24, 17, 0, 1, 24, 3, 1, 15, 13, 14, 12, 21, 5, 24, 4, 24, 19, 3, 24, 3, 25, 21, 17, 17, 20, 11, 1, 17, 3, 20, 2, 13, 12, 23, 0, 1, 0, 13, 3, 22, 8, 0, 6, 20, 0, 12, 12, 7, 14, 7, 3, 7, 8, 12, 18, 15, 0, 0, 0, 21, 3, 11, 13, 14, 1, 5, 21, 17, 17, 20, 3, 14, 24, 11, 21, 0, 12, 20, 15, 10, 21, 14, 8, 3, 17, 21, 17, 13, 3, 11, 12, 24, 20, 18, 3, 20]"
27,0.00142089384695,"[11, 23, 22, 24, 3, 24, 0, 2, 7, 25, 24, 3, 11, 11, 5, 4, 25, 2, 3, 22, 5, 22, 6, 0, 17, 17, 3, 2, 4, 24, 25, 6, 3, 3, 7, 24, 19, 3, 10, 5, 9, 13, 2, 2, 21, 14, 11, 25, 3, 17, 9, 19, 6, 19, 3, 12, 3, 24, 22, 25, 25, 23, 6, 22, 25, 10, 17, 20, 19, 3, 0, 2, 9, 19, 7, 16, 11, 23, 24, 26, 7, 7, 7, 11, 7, 11, 17, 5, 9, 11, 10, 3, 17, 2, 8, 8, 26, 15, 2, 25, 17, 9, 4, 10, 6, 7, 0, 3, 19, 22, 5, 2, 21, 2, 18, 11, 4, 6, 22, 11, 25, 25, 10, 3, 9, 25, 26, 22, 15, 0, 19, 23, 19, 20, 2, 0, 17, 14, 17, 17, 4, 10, 13, 5, 19, 20, 1, 13, 11, 13, 22, 0, 9, 7, 17, 13, 19, 6, 6, 3, 0, 24, 9, 5, 6, 25, 25, 26, 11, 3, 2, 3, 3, 17, 5, 10, 2, 4, 22, 3, 17, 3, 7, 10, 7, 7, 17, 3, 19, 17, 11, 8, 6, 11]"
28,0.00141429475403,"[12, 23, 17, 12, 12, 12, 25, 27, 7, 5, 12, 12, 2, 12, 27, 13, 5, 27, 12, 23, 25, 23, 2, 13, 27, 27, 2, 8, 14, 12, 26, 2, 8, 8, 25, 12, 6, 25, 15, 25, 19, 27, 8, 27, 3, 4, 16, 26, 8, 27, 20, 22, 19, 22, 8, 18, 27, 12, 15, 5, 26, 23, 2, 23, 26, 15, 27, 0, 22, 8, 11, 27, 20, 22, 7, 5, 15, 17, 12, 16, 7, 18, 7, 17, 25, 12, 13, 27, 20, 17, 15, 8, 27, 17, 1, 1, 17, 7, 27, 5, 6, 20, 17, 23, 2, 7, 11, 8, 22, 15, 22, 27, 3, 27, 10, 17, 14, 2, 20, 15, 26, 26, 15, 11, 1, 5, 16, 15, 9, 25, 6, 24, 6, 21, 27, 7, 17, 4, 17, 27, 13, 12, 4, 22, 6, 0, 8, 6, 16, 11, 23, 4, 1, 7, 27, 7, 6, 2, 2, 8, 7, 12, 19, 27, 2, 26, 26, 16, 17, 12, 14, 8, 2, 27, 4, 15, 18, 14, 15, 2, 17, 2, 7, 15, 7, 25, 17, 0, 22, 6, 16, 20, 2, 16]"
29,0.00141542289263,"[23, 8, 8, 7, 22, 7, 13, 4, 3, 24, 7, 3, 2, 23, 3, 0, 24, 4, 22, 18, 13, 18, 2, 0, 22, 21, 14, 3, 4, 7, 24, 18, 28, 14, 13, 7, 20, 16, 17, 13, 17, 4, 3, 4, 7, 1, 23, 24, 14, 21, 25, 20, 23, 27, 28, 12, 22, 7, 17, 24, 24, 8, 23, 18, 24, 17, 21, 20, 27, 22, 28, 4, 25, 27, 10, 12, 22, 8, 7, 2, 10, 3, 10, 8, 10, 23, 0, 13, 25, 2, 17, 3, 4, 4, 25, 11, 2, 15, 4, 24, 20, 17, 8, 17, 14, 10, 6, 22, 20, 17, 20, 4, 8, 4, 9, 2, 4, 2, 5, 17, 24, 24, 17, 28, 23, 24, 2, 17, 16, 13, 20, 11, 20, 8, 4, 6, 22, 1, 8, 4, 0, 19, 21, 20, 20, 20, 23, 20, 23, 10, 8, 21, 25, 10, 4, 10, 20, 2, 2, 14, 6, 7, 23, 20, 2, 24, 24, 19, 23, 22, 4, 14, 14, 22, 27, 17, 4, 21, 5, 14, 8, 22, 24, 17, 24, 13, 2, 14, 27, 20, 26, 25, 23, 26]"
30,0.00142271053397,"[29, 26, 6, 15, 29, 15, 17, 22, 19, 24, 29, 29, 23, 29, 19, 28, 24, 22, 29, 3, 1, 6, 23, 28, 22, 22, 9, 22, 10, 15, 11, 6, 9, 9, 17, 15, 1, 17, 12, 17, 16, 22, 22, 22, 25, 13, 0, 24, 9, 22, 20, 1, 23, 1, 9, 7, 9, 29, 16, 11, 24, 26, 23, 3, 24, 12, 22, 20, 1, 9, 17, 22, 20, 1, 19, 19, 29, 21, 15, 0, 11, 19, 19, 6, 17, 29, 28, 2, 16, 29, 16, 10, 22, 22, 8, 27, 29, 19, 22, 24, 1, 12, 21, 6, 23, 19, 17, 9, 1, 16, 2, 22, 25, 22, 13, 29, 10, 23, 18, 23, 24, 11, 12, 9, 8, 24, 0, 16, 4, 17, 1, 21, 1, 20, 22, 17, 29, 13, 21, 22, 28, 29, 28, 1, 1, 1, 5, 1, 29, 14, 6, 28, 23, 19, 22, 19, 1, 23, 23, 9, 17, 15, 16, 2, 23, 24, 24, 0, 23, 29, 22, 9, 9, 22, 28, 16, 22, 10, 18, 23, 21, 29, 11, 12, 11, 17, 23, 9, 28, 25, 16, 8, 23, 0]"
